Name;X;Y;Lat;Long
WILLIAM ELLIS SCHOOL;528387;186131;51.559457;-0.14934782
PARLIAMENT HILL FIELDS;528290;186314;51.561123;-0.15067959
PARLIAMENT HILL FIELDS;528313;186302;51.56101;-0.15035236
FORTESS WALK;528987;185475;51.553425;-0.14093781
FORTESS WALK;528987;185374;51.552517;-0.14097482
LADY SOMERSET ROAD;529054;185650;51.554982;-0.13990782
LADY SOMERSET ROAD;529055;185623;51.554739;-0.1399033
MONNERY ROAD;529199;186172;51.55964;-0.1376259
MONNERY ROAD;529212;186185;51.559754;-0.1374337
PEMBERTON GARDENS;529280;186441;51.562039;-0.13635927
WOOD LANE / HIGHGATE STATION <>;528454;188269;51.578655;-0.14760103
PEMBERTON GARDENS;529265;186436;51.561997;-0.13657738
FERDINAND STREET;528432;184442;51.544268;-0.14931516
FERDINAND STREET;528449;184408;51.543959;-0.14908255
WOOD LANE / HIGHGATE STATION <>;528467;188262;51.578589;-0.14741608
PRINCE OF WALES ROAD;528378;184581;51.54553;-0.15004278
PRINCE OF WALES ROAD;528310;184678;51.546417;-0.15098753
QUEEN'S CRESCENT;528185;184910;51.54853;-0.15270474
GRAFTON TERRACE;528092;185109;51.550339;-0.15397285
ST DOMINIC'S PRIORY;527865;185254;51.551694;-0.1571923
MANSFIELD ROAD;527821;185325;51.552342;-0.15780079
MUSWELL HILL BROADWAY;528940;189610;51.590595;-0.14009921
MANSFIELD ROAD;527754;185459;51.553561;-0.15871798
FLEET ROAD;527623;185412;51.553169;-0.16062347
ROYAL FREE HOSPITAL;527330;185500;51.554026;-0.16481539
SOUTH END GREEN;527337;185528;51.554276;-0.16470435
KENTISH TOWN ROAD;528898;184716;51.546624;-0.14249863
KENTISH TOWN WEST STATION #;528544;184665;51.546247;-0.14761957
MUSWELL HILL;528754;189721;51.591635;-0.14274198
BROOMFIELD ROAD;518870;166435;51.384523;-0.29318604
BROOMFIELD ROAD;518875;166448;51.384639;-0.29310987
QUEENS AVENUE;528730;189745;51.591856;-0.14307945
SURBITON HEALTH CENTRE;518514;167123;51.390781;-0.29807005
SURBITON HEALTH CENTRE;518504;167101;51.390585;-0.29822104
SURBITON TELEPHONE EXCHANGE;518453;167470;51.393912;-0.29883068
HALL DRIVE;515383;181362;51.519402;-0.33840898
HALL DRIVE;515375;181333;51.519143;-0.33853371
ST PAUL'S ROAD / HIGHBURY CORNER;531784;184753;51.546291;-0.10088883
MUSWELL HILL;528743;189630;51.59082;-0.14293404
HIGHBURY CORNER;531740;184732;51.546112;-0.10153085
CRESSWELL GARDENS;526204;178443;51.490858;-0.18357306
CRESSWELL GARDENS;526150;178438;51.490825;-0.18435223
NEVERN PLACE;525442;178697;51.49331;-0.1944527
QUEENS AVENUE;528746;189617;51.590702;-0.14289552
GROSVENOR PARK ROAD;537427;188606;51.579569;-0.018055378
ST SAVIOUR'S CHURCH;536714;187927;51.573641;-0.028602835
LLOYD PARK /WILLIAM MORRIS GALLERY;537098;189812;51.590486;-0.022329907
FRIARY ROAD;520751;181277;51.517518;-0.26110801
CARLISLE AVENUE;521053;181031;51.515242;-0.25684211
FOSTER ROAD;521262;180913;51.514137;-0.25387217
PERRYN ROAD;520992;181037;51.515309;-0.25771871
FRIARY ROAD;520720;181291;51.51765;-0.26154978
EXHIBITION ROAD;526887;179673;51.501759;-0.17329874
PONT STREET;527898;179127;51.496624;-0.15893881
WALES FARM ROAD;520617;181606;51.520503;-0.2629258
HILARY ROAD;521725;180674;51.511889;-0.24728562
ST SAVIOUR'S CHURCH;521823;180389;51.509307;-0.24597248
UXBRIDGE ROAD;521873;180140;51.507058;-0.24533834
GLENDUN ROAD;521282;180724;51.512434;-0.25364905
KING FAHAD ACADEMY;521458;180753;51.512657;-0.25110408
PONT STREET;527887;179246;51.497696;-0.15905409
SHAA ROAD;521025;180537;51.510808;-0.25741485
SHAA ROAD;521060;180571;51.511106;-0.25689909
ACTON PARK / GREENVIEW CLOSE;521054;180131;51.507153;-0.25713641
ACTON PARK / GREENVIEW CLOSE;521071;180115;51.507006;-0.25689707
CHURCH STREET;526824;181968;51.522398;-0.1733811
HALL ROAD;526212;182672;51.528862;-0.18194555
CARLTON VALE;525852;183135;51.533103;-0.18696714
ST PAUL'S CHURCHYARD;532151;181046;51.512892;-0.096988989
CHEPSTOW CRESCENT;525179;180888;51.513059;-0.19746228
CHEPSTOW CRESCENT;525183;180863;51.512833;-0.19741353
WESTBOURNE GROVE / COLVILLE ROAD;524911;181023;51.514331;-0.20127453
COLVILLE ROAD;524925;180998;51.514103;-0.20108174
STANLEY GARDENS;524852;180771;51.512079;-0.20221351
CHEPSTOW VILLAS;524918;180738;51.511768;-0.2012746
ELGIN CRESCENT;524639;181030;51.514454;-0.20518984
ARUNDEL GARDENS;524680;180965;51.513861;-0.20462226
BLENHEIM CRESCENT;524427;181059;51.514761;-0.20823319
POWIS GARDENS;524790;181374;51.517512;-0.20289322
POWIS GARDENS;524831;181379;51.517548;-0.20230086
PORTOBELLO ROAD;524534;181268;51.516616;-0.20661822
PORTOBELLO ROAD;524644;181300;51.516879;-0.20502243
CHESTERTON ROAD;524183;181613;51.519794;-0.2115527
CHESTERTON ROAD;524201;181605;51.519718;-0.21129622
ST CHARLES SQUARE;524117;181784;51.521345;-0.21244328
ST CHARLES SQUARE;524129;181789;51.521387;-0.21226865
BARLBY ROAD;524028;182014;51.523432;-0.21364452
BARLBY ROAD;524041;182026;51.523537;-0.21345301
KENSAL HOUSE;523937;182246;51.525537;-0.21487398
KENSAL HOUSE;523954;182241;51.525488;-0.21463081
CAMBRIDGE GARDENS / LADBROKE GROVE;524157;181398;51.517867;-0.21200291
OXFORD GARDENS;523950;181366;51.517625;-0.21499594
OXFORD GARDENS;523926;181375;51.517711;-0.2153385
ST CHARLES SQUARE;523766;181573;51.519526;-0.21757379
CITY THAMESLINK STATION #;531730;181434;51.516477;-0.1029075
KILBURN PARK ROAD;525749;183272;51.534357;-0.18840243
NORTH POLE ROAD / SCRUBS LANE;523073;181523;51.519228;-0.22757417
LATYMER UPPER SCHOOL / PLAYING FIELDS;523040;181260;51.516871;-0.22814128
LATYMER UPPER SCHOOL / PLAYING FIELDS;522989;181236;51.516667;-0.22888428
HAMMERSMITH HOSPITAL;522586;181181;51.51626;-0.23470843
HAMMERSMITH HOSPITAL;522594;181170;51.516159;-0.23459701
CITY THAMESLINK STATION #;531672;181479;51.516895;-0.1037261
WULFSTAN STREET;522085;181104;51.515676;-0.24195172
WULFSTAN STREET;521969;181078;51.515468;-0.24363161
EAST ACTON STATION<> / FITZNEAL STREET;521683;181055;51.515323;-0.24775916
EAST ACTON STATION <>;521626;181038;51.515182;-0.24858607
WHITE CITY ESTATE;522774;181025;51.514817;-0.23205468
PHOENIX HIGH SCHOOL;522359;180935;51.514098;-0.23806355
HEMLOCK ROAD;521759;180628;51.511469;-0.24681178
STEVENTON ROAD;521825;180428;51.509657;-0.24593022
UXBRIDGE ROAD;521879;180171;51.507336;-0.24524123
CAMBRIDGE ROAD;525346;182802;51.530223;-0.19437673
WEST END LANE;525782;185288;51.552467;-0.18720703
ST CUTHBERT'S ROAD;524497;184860;51.548906;-0.20588243
FERNHEAD ROAD;524818;183044;51.532514;-0.20189876
QUEENS PARK STATION <> #;524632;183119;51.533229;-0.20455238
STATION TERRACE;523676;183095;51.533224;-0.21833642
WHITMORE GARDENS;523482;183455;51.536502;-0.22100576
OKEHAMPTON ROAD;523384;183575;51.537601;-0.222376
OKEHAMPTON ROAD;523406;183566;51.537516;-0.22206211
ALL SOULS AVENUE;523132;183949;51.541018;-0.22587689
ALL SOULS AVENUE;523186;183876;51.54035;-0.22512416
HANOVER ROAD;523153;184147;51.542792;-0.22550502
HANOVER ROAD;523173;184148;51.542797;-0.22521642
WILLESDEN GREEN LIBRARY;522929;184581;51.546742;-0.22858201
WILLESDEN GREEN LIBRARY;522954;184572;51.546655;-0.2282248
KINGSLEY ROAD;524784;183980;51.540934;-0.20205723
KINGSLEY ROAD;524833;183977;51.540896;-0.20135211
PLYMPTON AVENUE;524522;184041;51.54154;-0.20581162
PLYMPTON AVENUE;524475;184070;51.541811;-0.20647874
CHRISTCHURCH;524086;184353;51.54444;-0.21198545
GALPINS ROAD;530981;168601;51.401325;-0.11844453
CHRISTCHURCH;524265;184279;51.543735;-0.2094316
DEERHURST ROAD;523913;184448;51.545331;-0.2144455
DEERHURST ROAD;523933;184447;51.545318;-0.21415759
SIDMOUTH ROAD;523620;184580;51.546582;-0.21862232
YATES COURT;523758;184550;51.546282;-0.21664375
SIDMOUTH ROAD;523489;184614;51.546916;-0.22049862
LIDDELL GARDENS;523436;183469;51.536637;-0.22166375
COLLEGE ROAD;523138;183380;51.535903;-0.22598927
COLLEGE ROAD;523038;183364;51.535781;-0.22743591
DOYLE GARDENS;522860;183408;51.536215;-0.22998565
DOYLE GARDENS;522844;183407;51.536209;-0.23021657
ALL SOULS AVENUE;522632;183142;51.533874;-0.23336386
ALL SOULS AVENUE;522566;183124;51.533726;-0.23432118
FURNESS ROAD;522332;183276;51.535143;-0.23764035
FURNESS ROAD;522405;183229;51.534705;-0.23660471
HARLESDEN ROAD;522150;183450;51.536746;-0.24020274
HARLESDEN ROAD;522140;183442;51.536676;-0.24034962
ST MARY'S HOSPITAL;526900;181414;51.517402;-0.17248557
PADDINGTON STATION <> #;526682;181196;51.515492;-0.17570399
QUEENSWAY;525667;181184;51.515611;-0.19032815
PORCHESTER ROAD / ROYAL OAK;525824;181320;51.516798;-0.18801824
ORCHARDSON STREET;526650;182131;51.523902;-0.17582919
HALL ROAD;526279;182577;51.527993;-0.18101425
CARLTON VALE;525857;183103;51.532814;-0.18690652
KILBURN PARK ROAD;525691;183316;51.534765;-0.18922251
ST STEPHENS GARDENS;525245;181503;51.518571;-0.19629335
ST STEPHENS GARDENS;525271;181438;51.517981;-0.19594191
SHREWSBURY ROAD / BRUNEL ESTATE;525158;181540;51.518923;-0.19753345
GREAT WESTERN ROAD;525054;181476;51.518371;-0.19905426
BRUNEL ESTATE;525060;181540;51.518944;-0.19894514
ALVANLEY COURT;525764;185311;51.552678;-0.18745829
WESTBOURNE PARK STATION <>;524915;181792;51.521241;-0.20094462
WESTBOURNE PARK STATION <>;524988;181686;51.520273;-0.19993056
QUEENS PARK STATION <> #;524566;183080;51.532894;-0.20551719
ELGIN AVENUE;525464;182346;51.526098;-0.1928388
ELGIN AVENUE;525453;182371;51.526326;-0.19298838
TRAFALGAR AVENUE;533907;178156;51.486509;-0.072794799
SUTHERLAND AVENUE;525748;182135;51.524139;-0.1888224
CHARFIELD COURT;525781;182126;51.524051;-0.18835019
MALDEN ROAD;528289;184690;51.546529;-0.15128583
TOLWORTH BROADWAY;519702;165945;51.379944;-0.28140064
NILE TERRACE;533824;178098;51.486007;-0.074011444
CORNWALL GARDENS;526196;179051;51.496324;-0.18347103
SOUTHBOROUGH LIBRARY;542276;167608;51.389684;0.043424806
CHIPSTEAD VALLEY ROAD / BRIGHTON ROAD;529785;159604;51.320745;-0.1389084
CANONS CORNER;518249;192863;51.622174;-0.29325476
CANONS CORNER;518216;192780;51.621435;-0.29375921
TURNHAM GREEN STATION <>;521208;178744;51.494655;-0.25539463
TURNHAM GREEN STATION <>;521218;178795;51.495111;-0.25523315
THE BROADWAY;530947;190376;51.597016;-0.11085865
CRESSY ROAD;527558;185565;51.554558;-0.16150504
BROADFIELDS AVENUE;519744;192461;51.618245;-0.27180681
BROADFIELDS AVENUE;519670;192384;51.617569;-0.27290142
CHELSEA VILLAGE;525611;177258;51.48034;-0.1925311
ALEXANDRA PARK;529383;189200;51.586809;-0.13385898
ALEXANDRA PARK;529401;189186;51.586679;-0.13360447
ALEXANDRA PALACE & PARK;529462;189279;51.587501;-0.13269022
ALEXANDRA PALACE & PARK;529455;189260;51.587332;-0.1327982
MELBOURNE AVENUE;516348;180335;51.509974;-0.3248457
EASTMAN DENTAL HOSPITAL;530664;182521;51.526493;-0.11785897
WOOD GREEN STATION<> / RIVER PARK ROAD;530953;190390;51.597141;-0.11076686
PALACE GATE;526218;179624;51.501468;-0.18294949
EAST HAM / WHITE HORSE;542746;182946;51.52739;0.056360761
PURLEY TESCO;531168;161436;51.336892;-0.11839929
LYONSDOWN ROAD;525923;195242;51.64189;-0.18160501
CARLTON HILL;526198;183466;51.536;-0.18186299
GROVE END ROAD;526648;182941;51.531182;-0.17556704
CAVENDISH AVENUE;526738;183078;51.532393;-0.174221
CIRCUS ROAD / WELLINGTON ROAD;526766;183130;51.532854;-0.17379885
BOUNDARY ROAD;526607;183952;51.540277;-0.17579458
HALL ROAD;526576;182831;51.530209;-0.17664397
HALL ROAD / MAIDA VALE;526323;182685;51.528954;-0.18034161
HALL ROAD / MAIDA VALE;526318;182663;51.528757;-0.18042153
GROVE END ROAD;526509;182818;51.530107;-0.17761399
EAMONT STREET;527314;183197;51.533333;-0.16587844
EAMONT STREET;527343;183228;51.533605;-0.16544937
WELLS RISE;527698;183510;51.536059;-0.16023187
PRIMROSE HILL;527809;183571;51.536582;-0.15861023
LYNDALE AVENUE;525074;186146;51.560335;-0.19710837
CHALK FARM MORRISONS;528491;184286;51.542853;-0.14852173
GLOUCESTER AVENUE;528564;183680;51.53739;-0.14769078
GLOUCESTER AVENUE;528587;183682;51.537403;-0.14735861
KENSINGTON PALACE;525882;179702;51.502244;-0.18775988
FAIRFAX ROAD / LOUDOUN ROAD;526261;184077;51.541477;-0.18073619
LOUDOUN ROAD;526227;184053;51.541269;-0.1812348
WINCHESTER ROAD;527007;184233;51.542712;-0.16992867
LOWER MERTON RISE;527086;184241;51.542766;-0.16878721
ELSWORTHY RISE;527318;184306;51.543298;-0.16542007
ELSWORTHY RISE;527326;184296;51.543206;-0.16530839
UPTON PARK / GREEN STREET;541355;183221;51.530211;0.03643277
PRIMROSE HILL ROAD;527476;184329;51.543469;-0.16313459
PRIMROSE HILL ROAD;527592;184366;51.543775;-0.16144934
ETON ROAD;527814;184384;51.543887;-0.15824323
ETON ROAD;527739;184367;51.543751;-0.15933034
CHALK FARM STATION <>;528106;184401;51.543974;-0.15402859
CHALK FARM STATION <>;528094;184390;51.543878;-0.15420554
BURRARD ROAD;525306;185664;51.555952;-0.19393499
LANGLAND GARDENS;525932;185191;51.551562;-0.1850794
LANGLAND GARDENS;525935;185215;51.551777;-0.18502757
O2 CENTRE;526270;184793;51.54791;-0.1803498
SWISS COTTAGE STN <> /  FINCHLEY RD;526637;184275;51.543173;-0.17524612
BOUNDARY ROAD;526616;183842;51.539286;-0.17570441
BERMONDSEY STATION <>;534378;179457;51.498088;-0.065520496
WEST HAMPSTEAD POLICE STATION;525273;185349;51.553129;-0.19452284
WEST END GREEN;525458;185161;51.551398;-0.19192292
WEST END GREEN;525468;185169;51.551468;-0.19177591
DENNINGTON PARK ROAD;525484;184970;51.549676;-0.19161619
DENNINGTON PARK ROAD;525495;184988;51.549835;-0.19145121
WOODCHURCH ROAD;525396;184199;51.542766;-0.19315919
PRIORY ROAD;525707;183954;51.540495;-0.18876434
ROSSLYN HILL;527091;185429;51.553441;-0.16828641
ROSSLYN HILL;527078;185355;51.552779;-0.16850052
BELSIZE PARK STATION <>;527317;185115;51.550569;-0.16514202
ROSSLYN HILL / POND STREET;527163;185300;51.552266;-0.16729507
UPPER PARK ROAD;527483;184969;51.549219;-0.16280204
GRIGGS PLACE;533331;179246;51.49644;-0.080674271
BELSIZE PARK STATION <>;527313;185135;51.550749;-0.16519245
ENGLAND'S LANE;527567;184645;51.546288;-0.16170861
PRIMROSE GARDENS;527556;184617;51.546039;-0.1618773
PRIMROSE HILL ROAD;527502;184408;51.544173;-0.16273127
PRIMROSE HILL ROAD;527511;184428;51.544351;-0.16259432
BEXLEYHEATH STATION #;548259;176101;51.464467;0.13290182
BEXLEYHEATH STATION #;548253;176126;51.464693;0.13282599
PICKFORD LANE / BOWFORD AVENUE;548345;176565;51.468614;0.13433349
PICKFORD LANE / BOWFORD AVENUE;548320;176514;51.468162;0.13395245
BRAMPTON ROAD / LONG LANE;547793;177161;51.474113;0.12664129
LONG LANE / BRAMPTON ROAD;547846;177120;51.473731;0.12738671
DANSON ROAD / CROOK LOG;547630;175446;51.458746;0.12358038
THE GROVE;547606;175223;51.456748;0.12314219
THE GROVE;547589;175143;51.456034;0.12286433
DANSON UNDERPASS;547383;174404;51.449447;0.11959393
DANSON ROAD / SANDHURST ROAD;547579;174632;51.451445;0.1225075
GRANGE ROAD / CALEDONIAN MARKET;533220;179239;51.496403;-0.082274973
BLENDON / PENHILL ROAD;547259;174225;51.447871;0.11773633
MONTPELIER ROAD;531703;162022;51.342035;-0.110507
MONTPELIER ROAD;531803;162130;51.342982;-0.10903218
GALLEY LANE;523350;196360;51.652507;-0.21837564
BARNET HOSPITAL / QUEENS ROAD;523706;196415;51.652924;-0.21321292
BARNET HOSPITAL / QUEENS ROAD;523659;196402;51.652817;-0.21389655
UNION STREET;524114;196438;51.65304;-0.20731018
MANOR ROAD;524255;196422;51.652865;-0.20527876
GRANGE ROAD / CALEDONIAN MARKET;533290;179310;51.497025;-0.081240392
STAMFORD HILL BROADWAY;533733;187779;51.573025;-0.071648638
GALLEYWALL ROAD / SOUTH BERMONDSEY STN#;534925;178466;51.489053;-0.058023698
BEAMISH HOUSE;535036;178531;51.48961;-0.056401077
ROTHERHITHE NEW RD / STH BERMONDSEY STN#;534975;178453;51.488924;-0.057308943
PUTNEY BRIDGE STN <>/ GONVILLE STREET;524304;175857;51.468038;-0.21183505
UPNEY LANE;545205;185030;51.545489;0.092642038
UPNEY LANE;545198;185007;51.545284;0.092531679
FINCHLEY ROAD & FROGNAL STATION #;526082;185049;51.550253;-0.18296798
STATION ROAD;505406;182307;51.529844;-0.48186548
STATION ROAD;505385;182316;51.529929;-0.48216541
COWLEY MILL ROAD;505353;183253;51.538357;-0.48234649
COWLEY MILL ROAD;505375;183249;51.538317;-0.4820306
FINCHLEY ROAD & FROGNAL STATION #;526126;185034;51.550108;-0.1823391
BRICKFIELD LANE;521749;195210;51.642521;-0.24190612
STAMFORD HILL BROADWAY;533749;187793;51.573147;-0.071412576
WEMBLEY TRIANGLE;518767;185247;51.553618;-0.28835005
BRICKFIELD LANE;521733;195182;51.642273;-0.24214696
GLEBE LANE;522155;195564;51.645614;-0.23591821
FARNBOROUGH HILL / BUS GARAGE;545508;163977;51.356239;0.088357469
FARNBOROUGH HILL / BUS GARAGE;545509;163992;51.356373;0.088377951
VAUXHALL PARK;530402;177756;51.483732;-0.12339368
BARNET CHURCH / WOOD STREET;524508;196450;51.653061;-0.2016136
BOXLEY STREET;540677;180100;51.502335;0.025420505
MIDDLE PARK AVENUE / WESTHORNE AVENUE;541577;174501;51.451799;0.03613661
ELTHAM GREEN SCHOOL;541588;174519;51.451958;0.036302008
ST JOHN STREET / CLERKENWELL ROAD;531756;182189;51.523256;-0.10225098
PERCIVAL STREET;531662;182353;51.524752;-0.10354388
PERCIVAL STREET;531617;182409;51.525265;-0.10417125
SPENCER STREET / CITY UNIVERSITY;531571;182643;51.527379;-0.10474661
SPENCER STREET / CITY UNIVERSITY;531609;182598;51.526966;-0.10421595
FRIEND STREET / SADLER'S WELLS THEATRE;531570;182822;51.528988;-0.10469422
ROSEBERY AVENUE / SADLER'S WELLS THEATRE;531550;182878;51.529496;-0.10496147
HIGH STREET / ORPINGTON WAR MEMORIAL;546110;165958;51.373885;0.097810381
HIGH STREET / ORPINGTON WAR MEMORIAL;546138;165988;51.374147;0.0982247
ARLINGTON CRESCENT;536054;199989;51.682189;-0.033438756
BULLSMOOR LANE / MOLLISON AVENUE;536025;199858;51.681019;-0.033908957
BULLSMOOR LANE;536015;199570;51.678434;-0.034165598
OAKHURST ROAD;535805;199166;51.674854;-0.037357948
TOTTERIDGE ROAD;535749;199059;51.673906;-0.03820887
TURKEY STREET STATION #;535611;198765;51.671298;-0.040317394
ALBANY LEISURE CENTRE;535552;198488;51.668823;-0.041277442
TURKEY STREET STATION #;535565;198659;51.670356;-0.041023283
INGERSOLL ROAD;535381;198087;51.66526;-0.043903827
INGERSOLL ROAD;535413;198140;51.665729;-0.043420905
DURANTS SCHOOL;535288;197865;51.663288;-0.045333549
CARTERHATCH LANE;535223;197559;51.660554;-0.046391045
OATLANDS ROAD;535231;197640;51.66128;-0.046244146
OATLANDS ROAD;535270;197721;51.661998;-0.045649322
ENFIELD COLLEGE;535136;196684;51.652712;-0.047985973
ENFIELD COLLEGE;535166;196648;51.652381;-0.047566491
SOUTHBURY ROAD;535242;196144;51.647834;-0.046663304
SOUTHBURY ROAD;535247;196094;51.647384;-0.046610395
ORCHARD ROAD;535237;195581;51.642776;-0.046952961
PONDERS END PARK;535278;195803;51.644761;-0.046275044
ORCHARD ROAD;535230;195457;51.641664;-0.04710194
TRAMWAY AVENUE;534915;194794;51.635781;-0.051906717
TRAMWAY AVENUE;534900;194742;51.635318;-0.05214335
BURY STREET;534693;194306;51.631449;-0.055300157
FOREST ROAD / JUBILEE PARK;534752;194419;51.632451;-0.05440478
BOUNCES ROAD;534626;193934;51.628123;-0.05641049
BOUNCES ROAD;534640;194079;51.629422;-0.056152654
AMHURST PARK / STAMFORD LODGE;533534;187859;51.573791;-0.074488049
EDMONTON GREEN POLICE STATION;534285;193321;51.622695;-0.061568796
EDMONTON GREEN POLICE STATION;534302;193319;51.622673;-0.061324139
SHRUBBERY ROAD;534252;193120;51.620897;-0.062122165
SHRUBBERY ROAD;534273;193148;51.621144;-0.061808284
ANGEL CORNER;534122;192590;51.616165;-0.064201551
BRETTENHAM ROAD;534202;192837;51.618366;-0.06295227
NUTFIELD CLOSE;533990;191874;51.609763;-0.066380388
COLYTON WAY;534089;192119;51.611941;-0.064857927
BRANTWOOD ROAD;533891;191701;51.608232;-0.06787523
NUTFIELD CLOSE;533986;191823;51.609305;-0.066457592
WHITE HART LANE STATION #;533873;191351;51.605091;-0.068268519
TOTTENHAM HOTSPUR FOOTBALL CLUB;533891;191193;51.603667;-0.068069028
TOTTENHAM HOTSPUR FOOTBALL CLUB;533906;191178;51.603528;-0.067858289
SWINTON STREET;530499;182823;51.529245;-0.12012429
TOTTENHAM HIGH ROAD / BRUCE GROVE STN #;533813;190010;51.593055;-0.069645468
PORTMORE GARDENS;549412;192110;51.608006;0.15627579
WOOD GREEN STATION <>;531069;190397;51.597177;-0.10909048
PARSONS GREEN;525186;176403;51.47275;-0.19895074
STAMFORD HILL BROADWAY;533674;187697;51.572302;-0.072530651
WENTWORTH WAY;534669;160214;51.325092;-0.068632335
WENTWORTH WAY;534589;160342;51.326262;-0.069731486
SANDERSTEAD RECREATION GROUND;534174;160887;51.331257;-0.075479005
BROMLEY COMMON / THE CROWN;541654;167646;51.390181;0.034506539
SANDERSTEAD RECREATION GROUND;534178;160943;51.33176;-0.075400551
PURLEY DOWNS ROAD;533658;161639;51.338137;-0.082599166
PURLEY DOWNS ROAD;533702;161607;51.337839;-0.081979888
SANDERSTEAD UNITED REFORMED CHURCH;533465;161862;51.340186;-0.085284694
BEECHWOOD ROAD;532929;162508;51.346117;-0.092734243
BEECHWOOD ROAD;532966;162464;51.345713;-0.092219719
SANDERSTEAD STATION #;532943;162816;51.348882;-0.092418403
BRAMBLEDOWN ROAD;532982;163064;51.351101;-0.091766132
BRAMBLEDOWN ROAD;532982;163139;51.351775;-0.091738128
GROVELANDS ROAD;530952;161129;51.334183;-0.12161107
GROVELANDS ROAD;530851;161013;51.333163;-0.12310263
COULSDON TOWN STATION #;529965;159780;51.322285;-0.13626267
COULSDON SOUTH STATION #;529816;158971;51.315049;-0.13869407
COULSDON SOUTH STATION #;529818;159015;51.315444;-0.13864938
STONEYFIELD ROAD;530900;158683;51.312213;-0.12325461
STONEYFIELD ROAD;530926;158648;51.311892;-0.12289462
STOATS NEST VILLAGE;530472;159905;51.323293;-0.12894517
WALNUTS CENTRE;546271;166319;51.377087;0.10027031
HIGH STREET / CHURCH HILL;546420;166563;51.379241;0.10251011
CARLTON PARADE;546728;166884;51.382046;0.107065
VAUXHALL PARK;530426;177735;51.483538;-0.12305599
HANWELL BROADWAY;515508;180177;51.508726;-0.3369961
PURLEY LIBRARY;531166;161635;51.338681;-0.11835475
CHAPLIN ROAD;518077;184909;51.550725;-0.29841093
PEMBRIDGE VILLAS;525310;181061;51.514584;-0.19551403
